,mean,1std,-1std,2std,-2std,month
2000-09-09,0.00276676627215,0.00297343706909,0.00255765659543,0.00318644554295,0.00238349515333,9
2000-09-10,0.00277063299023,0.0029779167405,0.00256142810853,0.00319379169867,0.00238495825949,9
2000-09-11,0.00277518899153,0.00298479548655,0.00256604921813,0.003193017353,0.00239097997214,9
2000-09-12,0.00278025768378,0.00299018014688,0.00256924303981,0.00319432405479,0.00239299996452,9
2000-09-13,0.00278607111658,0.00299720819854,0.00257452733927,0.00319534152442,0.00239622205245,9
2000-09-14,0.00279287985466,0.00300144089441,0.00258214226734,0.00320642027979,0.00240725706927,9
2000-09-15,0.00279759057383,0.00300735505109,0.00258616809308,0.00321106973443,0.00241473932774,9
2000-09-16,0.0028000198041,0.00300974577282,0.00258880918151,0.00321458571974,0.00241461075628,9
2000-09-17,0.00280216253368,0.00301215130525,0.00258910034336,0.0032171993667,0.00241595158329,9
2000-09-18,0.00280473100623,0.00301345631802,0.0025929010154,0.00322081907465,0.00241733394761,9
2000-09-19,0.002805580359,0.00301521033151,0.00259367436219,0.00322303075533,0.00242144458819,9
2000-09-20,0.00280726329118,0.00301551236122,0.00259620156824,0.00322282569381,0.00242359250109,9
2000-09-21,0.00281066291688,0.00301790919399,0.00260051885482,0.00322686433461,0.00242637687665,9
2000-09-22,0.00281379503395,0.0030214044812,0.00260395400364,0.00323443686062,0.00243471566788,9
2000-09-23,0.00281456641177,0.0030214489929,0.00260346613919,0.00323506756694,0.0024348820532,9
2000-09-24,0.00281627139903,0.00302338766608,0.00260497290388,0.00323835555051,0.00243145384878,9
2000-09-25,0.0028184327544,0.00302535057341,0.00260753650848,0.0032395654007,0.00243145934373,9
2000-09-26,0.0028195675841,0.00302674172252,0.00260899018603,0.00323487983585,0.00243388462982,9
2000-09-27,0.00282145401144,0.00303044703579,0.00261069293952,0.00323411820996,0.00243455498964,9
2000-09-28,0.00282412438228,0.00303359131972,0.00261500456917,0.00323226825697,0.00243576143373,9
2000-09-29,0.00282648851316,0.00303432626308,0.00261672750402,0.00323210254337,0.00244265711071,9
2000-09-30,0.00282833448995,0.00303666393107,0.00262148087056,0.00323579217448,0.00244363866917,9
2000-10-01,0.00283105267064,0.00303780043871,0.00262509987237,0.0032389654437,0.00244663909696,10
2000-10-02,0.00283527288888,0.00304067764251,0.00262799873522,0.00324746504685,0.00245061119023,10
2000-10-03,0.00283764657675,0.00304269150721,0.00263013181673,0.00325012668161,0.0024517457746,10
2000-10-04,0.0028405742971,0.00304535627052,0.00263383104759,0.00325776092616,0.00245466143802,10
2000-10-05,0.00284522139404,0.00304953315565,0.0026379774831,0.00325948768606,0.0024583784188,10
2000-10-06,0.00284926482158,0.00305594040201,0.00264239412281,0.00326275737985,0.00246087331407,10
2000-10-07,0.00285250028814,0.00305759044346,0.00264430607143,0.00326764689485,0.0024660749249,10
2000-10-08,0.00285713572335,0.00306064793858,0.00264709232893,0.00327182480379,0.00247008227292,10
2000-10-09,0.0028631952937,0.00306722844668,0.00265342358029,0.00327665286082,0.00247598776634,10
2000-10-10,0.00286721814408,0.0030732265321,0.00265914315836,0.00328236320813,0.00248308819109,10
2000-10-11,0.00286985268054,0.0030737839064,0.00266320640014,0.00328490896028,0.00248537284685,10
2000-10-12,0.00287309099415,0.00308032650851,0.00266416561711,0.00329158440146,0.00248930303924,10
2000-10-13,0.00287642445035,0.00308565655355,0.00266681035891,0.00329725713062,0.00248857347291,10
2000-10-14,0.00287861547488,0.00308866962073,0.00266902299881,0.00330069712365,0.00248862697118,10
2000-10-15,0.00288155273345,0.00309187018789,0.00267157231494,0.00330433183864,0.00249045099088,10
2000-10-16,0.00288614418541,0.00309752544828,0.00267430805054,0.00331113432827,0.00249614785637,10
2000-10-17,0.00288885522367,0.00310232197247,0.00267541489014,0.00331353965683,0.0025016560328,10
2000-10-18,0.00288851158422,0.00310062111394,0.00267731350365,0.00331025241204,0.00250287066201,10
2000-10-19,0.00288897667064,0.00310396303404,0.00267730591479,0.00330576158231,0.002507858493,10
